UrlFBref,Pos,Gls,Ast,G+A,G-PK,PK,PKatt,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,npG-npxG,Touches,Att_3rd_Touches,Att_Pen_Touches,Live_Touches,Att_Take_Ons,Succ_Take_Ons,Succ%_Take_Ons,Tkld_Take_Ons,Tkld%_Take_Ons,Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,Final_3rd_Carries,CPA_Carries,Miscontrols,Dispossessed,Pass_Received,Pass_PrgR,Cmp_Pass,Att_Pass,Cmp%_Pass,TotDist_Pass,PrgDist_Pass,Cmp_Short_Pass,Att_Short_Pass,Cmp%_Short_Pass,Cmp_Medium_Pass,Att_Medium_Pass,Cmp%_Medium_Pass,Cmp_Long_Pass,Att_Long_Pass,Cmp%_Long_Pass,xA,A-xAG,Key_Pass,Final_Third_Pass,PPA,CrsPA,Live_Pass,Dead_Pass,FK_Pass,Through_Balls,Switches,Crosses,Throw_Ins,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Offside_Pass,Blocked_Pass,Mid_3rd_Tackles,Att_3rd_Tackles,Interceptions,SCA,SCA/90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA/90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,Fls,Fld,PKwon,Own_Goals,Won_Aerial_Duels,Lost_Aerial_Duels,Won%_Aerial_Duels
https://fbref.com/en/players/a2b1ed42/Ricardo-Pepi,FW,12.0,3.0,15.0,11.0,1.0,1.0,7.3,6.5,2.9,9.5,28.0,31.0,132.0,0.42,0.11,0.53,0.39,0.49,0.26,0.1,0.36,0.23,0.34,58.0,18.0,31.03,2.05,0.64,0.21,0.67,28.4,0.0,0.11,4.7,4.5,903.0,429.0,130.0,902.0,56.0,28.0,50.0,27.0,48.21,416.0,2099.0,621.0,28.0,11.0,17.0,85.0,23.0,551.0,132.0,429.0,567.0,75.66,6104.0,585.0,216.0,282.0,76.6,156.0,181.0,86.19,18.0,24.0,75.0,2.2,0.1,32.0,14.0,12.0,2.0,494.0,73.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,7.0,16.0,57.0,2.01,49.0,1.0,4.0,2.0,0.0,1.0,6.0,0.21,4.0,0.0,1.0,1.0,0.0,0.0,19.0,7.0,0.0,0.0,64.0,108.0,37.21
https://fbref.com/en/players/3eeb80e0/Fredrik-Jensen,"FW,MF",2.0,1.0,3.0,2.0,0.0,0.0,1.8,1.8,1.4,3.2,3.0,24.0,62.0,0.19,0.1,0.29,0.19,0.29,0.18,0.14,0.31,0.18,0.31,11.0,3.0,27.27,1.07,0.29,0.18,0.67,16.6,0.0,0.16,0.2,0.2,410.0,178.0,35.0,410.0,12.0,4.0,33.33,8.0,66.67,206.0,853.0,306.0,3.0,9.0,2.0,23.0,19.0,243.0,62.0,160.0,297.0,53.87,2978.0,1073.0,75.0,104.0,72.12,56.0,103.0,54.37,24.0,57.0,42.11,1.6,-0.4,13.0,22.0,11.0,2.0,259.0,35.0,3.0,0.0,1.0,31.0,18.0,13.0,4.0,9.0,0.0,3.0,17.0,3.0,4.0,4.0,20.0,1.95,17.0,3.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,19.0,33.0,36.54
https://fbref.com/en/players/9a2e3a23/Dion-Drena-Beljo,FW,3.0,2.0,5.0,3.0,0.0,0.0,1.6,1.6,1.7,3.2,14.0,15.0,42.0,0.24,0.16,0.4,0.24,0.4,0.13,0.14,0.26,0.13,0.26,13.0,5.0,38.46,1.04,0.4,0.23,0.6,15.2,0.0,0.12,1.4,1.4,371.0,140.0,29.0,371.0,15.0,7.0,46.67,6.0,40.0,184.0,951.0,291.0,14.0,7.0,4.0,33.0,23.0,275.0,42.0,159.0,250.0,63.6,2058.0,467.0,94.0,141.0,66.67,46.0,73.0,63.01,5.0,8.0,62.5,0.9,0.3,15.0,11.0,4.0,1.0,242.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,1.0,25.0,2.0,20.0,0.0,0.0,3.0,1.0,1.0,5.0,0.4,3.0,0.0,0.0,2.0,0.0,0.0,26.0,10.0,0.0,0.0,47.0,56.0,45.63
https://fbref.com/en/players/6ecbddf6/Ruben-Vargas,"MF,FW",3.0,4.0,7.0,3.0,0.0,0.0,1.2,1.2,2.2,3.4,32.0,42.0,68.0,0.24,0.32,0.56,0.24,0.56,0.1,0.18,0.27,0.1,0.27,21.0,6.0,28.57,1.67,0.48,0.14,0.5,20.4,1.0,0.06,1.8,1.8,518.0,241.0,33.0,518.0,47.0,21.0,44.68,22.0,46.81,277.0,2138.0,914.0,32.0,23.0,3.0,29.0,10.0,305.0,68.0,215.0,372.0,57.8,3588.0,1087.0,99.0,131.0,75.57,92.0,157.0,58.6,15.0,44.0,34.09,1.9,1.8,16.0,26.0,16.0,6.0,346.0,25.0,2.0,2.0,3.0,48.0,19.0,3.0,3.0,0.0,0.0,1.0,21.0,7.0,2.0,6.0,31.0,2.47,22.0,1.0,5.0,1.0,2.0,0.0,4.0,0.32,3.0,0.0,0.0,0.0,1.0,0.0,16.0,16.0,1.0,0.0,14.0,23.0,37.84
https://fbref.com/en/players/eb6e14be/Mergim-Berisha,FW,9.0,4.0,13.0,6.0,3.0,4.0,8.1,5.0,2.7,7.6,20.0,28.0,99.0,0.48,0.21,0.7,0.32,0.54,0.43,0.14,0.58,0.27,0.41,51.0,13.0,25.49,2.73,0.7,0.18,0.69,18.7,6.0,0.1,0.9,1.0,551.0,322.0,81.0,547.0,31.0,5.0,16.13,20.0,64.52,263.0,1276.0,480.0,20.0,15.0,11.0,42.0,27.0,324.0,99.0,161.0,342.0,47.08,2735.0,1043.0,72.0,120.0,60.0,66.0,125.0,52.8,17.0,55.0,30.91,2.8,1.3,20.0,20.0,10.0,3.0,267.0,73.0,18.0,1.0,1.0,77.0,0.0,34.0,18.0,16.0,0.0,2.0,18.0,3.0,4.0,0.0,34.0,1.82,13.0,13.0,3.0,3.0,1.0,1.0,7.0,0.38,2.0,3.0,2.0,0.0,0.0,0.0,28.0,31.0,0.0,0.0,39.0,64.0,37.86
https://fbref.com/en/players/ed79b7d3/Ermedin-Demirovic,"FW,MF",8.0,4.0,12.0,7.0,1.0,1.0,7.5,6.8,3.5,10.3,26.0,48.0,120.0,0.3,0.15,0.46,0.27,0.42,0.29,0.13,0.42,0.26,0.39,63.0,23.0,36.51,2.4,0.87,0.13,0.35,15.2,0.0,0.11,0.5,0.2,867.0,430.0,122.0,866.0,53.0,19.0,35.85,28.0,52.83,391.0,1933.0,797.0,26.0,22.0,11.0,53.0,32.0,516.0,120.0,268.0,533.0,50.28,3692.0,1264.0,150.0,255.0,58.82,83.0,154.0,53.9,10.0,35.0,28.57,3.1,0.5,29.0,29.0,17.0,5.0,501.0,27.0,0.0,2.0,2.0,19.0,5.0,0.0,0.0,0.0,0.0,5.0,32.0,12.0,10.0,14.0,57.0,2.17,43.0,0.0,4.0,5.0,3.0,2.0,8.0,0.3,4.0,0.0,0.0,2.0,1.0,1.0,49.0,31.0,1.0,0.0,66.0,106.0,38.37
https://fbref.com/en/players/10549b49/Sardar-Azmoun,"FW,MF",4.0,1.0,5.0,4.0,0.0,0.0,3.5,3.5,2.5,6.0,11.0,32.0,45.0,0.39,0.1,0.49,0.39,0.49,0.34,0.24,0.58,0.34,0.58,28.0,10.0,35.71,2.72,0.97,0.14,0.4,12.1,0.0,0.12,0.5,0.5,344.0,135.0,48.0,344.0,11.0,6.0,54.55,5.0,45.45,167.0,769.0,343.0,11.0,8.0,8.0,23.0,10.0,256.0,45.0,162.0,247.0,65.59,2373.0,844.0,89.0,130.0,68.46,41.0,56.0,73.21,15.0,20.0,75.0,1.4,-1.5,14.0,23.0,9.0,0.0,232.0,13.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,1.0,2.0,33.0,3.2,27.0,0.0,1.0,2.0,1.0,2.0,4.0,0.39,1.0,0.0,1.0,1.0,0.0,1.0,17.0,1.0,1.0,0.0,22.0,46.0,32.35
https://fbref.com/en/players/5d4f7d61/Patrik-Schick,FW,3.0,1.0,4.0,3.0,0.0,0.0,4.6,4.6,0.6,5.1,8.0,11.0,68.0,0.29,0.1,0.38,0.29,0.38,0.44,0.06,0.5,0.44,0.49,34.0,14.0,41.18,3.25,1.34,0.09,0.21,12.8,1.0,0.14,-1.6,-1.6,358.0,172.0,48.0,358.0,16.0,7.0,43.75,8.0,50.0,195.0,697.0,234.0,8.0,9.0,3.0,28.0,13.0,298.0,68.0,176.0,253.0,69.57,2172.0,435.0,110.0,153.0,71.9,48.0,70.0,68.57,3.0,5.0,60.0,0.4,0.4,10.0,3.0,7.0,1.0,233.0,19.0,2.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,28.0,2.68,21.0,0.0,1.0,3.0,3.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,30.0,38.0,44.12
https://fbref.com/en/players/555d5edd/Nadiem-Amiri,"MF,FW",4.0,1.0,5.0,3.0,1.0,1.0,1.9,1.1,1.1,2.2,30.0,55.0,30.0,0.37,0.09,0.46,0.28,0.37,0.17,0.1,0.28,0.1,0.2,23.0,8.0,34.78,2.12,0.74,0.17,0.5,24.3,3.0,0.05,2.1,1.9,624.0,174.0,15.0,623.0,38.0,18.0,47.37,14.0,36.84,352.0,2134.0,1069.0,30.0,26.0,7.0,14.0,10.0,430.0,30.0,423.0,507.0,83.43,6968.0,1759.0,212.0,233.0,90.99,149.0,168.0,88.69,45.0,68.0,66.18,1.8,-0.1,15.0,38.0,9.0,1.0,472.0,32.0,14.0,4.0,4.0,16.0,4.0,9.0,2.0,7.0,0.0,3.0,15.0,8.0,2.0,6.0,36.0,3.31,23.0,4.0,4.0,1.0,4.0,0.0,5.0,0.46,3.0,0.0,1.0,0.0,1.0,0.0,14.0,25.0,0.0,0.0,1.0,10.0,9.09
https://fbref.com/en/players/e7fcf289/Florian-Wirtz,"FW,MF",1.0,6.0,7.0,1.0,0.0,0.0,0.8,0.8,3.9,4.7,36.0,80.0,86.0,0.08,0.5,0.58,0.08,0.58,0.07,0.32,0.39,0.07,0.39,7.0,4.0,57.14,0.58,0.33,0.14,0.25,18.6,0.0,0.11,0.2,0.2,787.0,315.0,35.0,787.0,85.0,48.0,56.47,34.0,40.0,487.0,2638.0,1331.0,36.0,26.0,9.0,40.0,28.0,580.0,86.0,473.0,634.0,74.61,7333.0,2166.0,262.0,307.0,85.34,141.0,186.0,75.81,44.0,91.0,48.35,3.1,2.1,39.0,43.0,26.0,3.0,558.0,74.0,21.0,15.0,9.0,43.0,11.0,30.0,17.0,8.0,0.0,2.0,11.0,7.0,2.0,1.0,64.0,5.28,47.0,8.0,5.0,1.0,3.0,0.0,8.0,0.66,7.0,0.0,1.0,0.0,0.0,0.0,13.0,27.0,0.0,0.0,2.0,12.0,14.29
https://fbref.com/en/players/5521f419/Adam-Hlozek,"FW,MF",5.0,3.0,8.0,5.0,0.0,0.0,2.7,2.7,2.5,5.3,22.0,32.0,70.0,0.35,0.21,0.56,0.35,0.56,0.19,0.17,0.36,0.19,0.37,30.0,11.0,36.67,2.1,0.77,0.17,0.45,16.9,2.0,0.09,2.3,2.3,490.0,210.0,42.0,490.0,22.0,9.0,40.91,7.0,31.82,251.0,1125.0,535.0,22.0,17.0,9.0,43.0,22.0,356.0,70.0,241.0,332.0,72.59,3525.0,988.0,145.0,178.0,81.46,63.0,88.0,71.59,20.0,30.0,66.67,1.3,0.5,18.0,21.0,6.0,0.0,309.0,23.0,1.0,1.0,2.0,15.0,1.0,11.0,5.0,4.0,0.0,0.0,10.0,3.0,2.0,6.0,39.0,2.73,30.0,3.0,1.0,4.0,1.0,0.0,8.0,0.56,6.0,0.0,0.0,2.0,0.0,0.0,19.0,20.0,0.0,0.0,24.0,43.0,35.82
https://fbref.com/en/players/dcfb17f4/Amine-Adli,"FW,MF",5.0,3.0,8.0,5.0,0.0,0.0,5.0,5.0,1.7,6.7,46.0,49.0,137.0,0.31,0.19,0.5,0.31,0.5,0.31,0.11,0.42,0.31,0.42,37.0,17.0,45.95,2.32,1.07,0.14,0.29,14.0,1.0,0.14,0.0,0.0,786.0,327.0,67.0,786.0,58.0,26.0,44.83,22.0,37.93,467.0,2610.0,1368.0,46.0,29.0,15.0,52.0,18.0,598.0,137.0,427.0,565.0,75.58,5845.0,1373.0,240.0,296.0,81.08,138.0,166.0,83.13,18.0,34.0,52.94,1.9,1.3,20.0,26.0,10.0,0.0,535.0,23.0,4.0,3.0,2.0,18.0,5.0,8.0,2.0,2.0,0.0,7.0,19.0,6.0,8.0,6.0,56.0,3.51,36.0,3.0,4.0,4.0,8.0,1.0,11.0,0.69,6.0,0.0,3.0,0.0,2.0,0.0,39.0,47.0,2.0,0.0,29.0,41.0,41.43
https://fbref.com/en/players/aeed5c06/Moussa-Diaby,"FW,MF",9.0,8.0,17.0,9.0,0.0,1.0,11.0,10.3,8.2,18.5,125.0,104.0,258.0,0.3,0.27,0.57,0.3,0.57,0.37,0.27,0.64,0.34,0.62,79.0,34.0,43.04,2.63,1.13,0.11,0.26,17.8,0.0,0.13,-2.0,-1.3,1279.0,666.0,139.0,1278.0,105.0,51.0,48.57,45.0,42.86,849.0,5736.0,3178.0,125.0,73.0,55.0,64.0,42.0,1040.0,258.0,741.0,1003.0,73.88,11048.0,2666.0,428.0,516.0,82.95,226.0,292.0,77.4,53.0,94.0,56.38,7.0,-0.2,58.0,46.0,52.0,15.0,938.0,57.0,6.0,12.0,5.0,95.0,28.0,13.0,4.0,5.0,0.0,8.0,31.0,8.0,2.0,5.0,110.0,3.67,74.0,5.0,14.0,14.0,3.0,0.0,16.0,0.53,10.0,0.0,4.0,0.0,2.0,0.0,18.0,24.0,1.0,0.0,2.0,20.0,9.09
https://fbref.com/en/players/5360a956/Gabriel-Vidovic,FW,4.0,1.0,5.0,4.0,0.0,0.0,1.4,1.4,0.7999999999999999,2.3000000000000003,25.0,39.0,66.0,0.29,0.07,0.36,0.29,0.36,0.1,0.06,0.16,0.1,0.17,22.0,10.0,45.45,1.61,0.73,0.18,0.4,18.0,0.0,0.06,2.6,2.6,531.0,234.0,49.0,531.0,68.0,29.0,42.65,26.0,38.24,355.0,2223.0,979.0,25.0,27.0,12.0,41.0,29.0,382.0,66.0,306.0,364.0,84.07,4456.0,874.0,174.0,191.0,91.1,102.0,112.0,91.07,16.0,26.0,61.54,1.2000000000000002,0.20000000000000007,15.0,22.0,11.0,1.0,358.0,6.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,4.0,7.0,43.0,3.14,29.0,0.0,6.0,2.0,6.0,0.0,3.0,0.22,2.0,0.0,1.0,0.0,0.0,0.0,8.0,32.0,0.0,0.0,5.0,9.0,35.71
https://fbref.com/en/players/bd6351cd/Joao-Cancelo,"DF,FW",3.0,5.0,8.0,3.0,0.0,0.0,1.5,1.5,3.1999999999999997,4.7,123.0,167.0,215.0,0.12,0.2,0.31,0.12,0.31,0.06,0.13,0.19,0.06,0.19,29.0,7.0,24.14,1.14,0.28,0.1,0.43,41.2,0.0,0.05,1.5,1.5,2377.0,757.0,85.0,2377.0,125.0,64.0,51.2,49.0,39.2,1474.0,8592.0,4819.0,123.0,63.0,40.0,38.0,23.0,1721.0,215.0,1749.0,2081.0,84.05,28179.0,7419.0,979.0,1051.0,93.15,617.0,738.0,83.6,130.0,210.0,61.9,4.3,1.8,25.0,135.0,57.0,15.0,1873.0,205.0,32.0,5.0,26.0,80.0,173.0,0.0,0.0,0.0,0.0,3.0,32.0,19.0,8.0,34.0,74.0,2.91,61.0,0.0,3.0,6.0,3.0,1.0,16.0,0.63,14.0,0.0,2.0,0.0,0.0,0.0,23.0,33.0,0.0,0.0,43.0,23.0,65.15
https://fbref.com/en/players/0e6bc38c/Eric-Maxim-Choupo-Moting,FW,10.0,2.0,12.0,10.0,0.0,1.0,6.1,5.3,1.9,7.3,11.0,43.0,77.0,0.81,0.16,0.97,0.81,0.97,0.49,0.15,0.65,0.43,0.59,30.0,15.0,50.0,2.43,1.21,0.33,0.67,12.6,0.0,0.18,3.9,4.7,407.0,214.0,68.0,406.0,29.0,20.0,68.97,6.0,20.69,252.0,960.0,247.0,11.0,5.0,7.0,32.0,16.0,317.0,77.0,223.0,290.0,76.9,2934.0,827.0,137.0,167.0,82.04,55.0,66.0,83.33,10.0,16.0,62.5,2.1,0.1,16.0,23.0,12.0,1.0,273.0,16.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,6.0,2.0,0.0,42.0,3.4,33.0,0.0,4.0,4.0,0.0,1.0,5.0,0.4,5.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,18.0,21.0,46.15
https://fbref.com/en/players/042e8a49/Kingsley-Coman,"FW,MF",8.0,5.0,13.0,8.0,0.0,0.0,4.6,4.6,5.5,10.1,98.0,70.0,296.0,0.51,0.32,0.83,0.51,0.83,0.29,0.35,0.64,0.29,0.64,49.0,17.0,34.69,3.13,1.09,0.16,0.47,18.6,0.0,0.09,3.4,3.4,1006.0,615.0,94.0,1006.0,92.0,47.0,51.09,33.0,35.87,723.0,4737.0,2554.0,98.0,49.0,44.0,48.0,20.0,808.0,296.0,640.0,806.0,79.4,10106.0,2128.0,359.0,406.0,88.42,218.0,269.0,81.04,48.0,78.0,61.54,6.5,-0.5,42.0,26.0,44.0,17.0,788.0,15.0,1.0,4.0,8.0,74.0,12.0,2.0,0.0,1.0,0.0,3.0,20.0,5.0,3.0,2.0,85.0,5.43,67.0,1.0,9.0,4.0,4.0,0.0,11.0,0.7,7.0,0.0,1.0,1.0,2.0,0.0,9.0,21.0,1.0,0.0,11.0,10.0,52.38
https://fbref.com/en/players/c691bfe2/Sadio-Mane,"FW,MF",7.0,5.0,12.0,6.0,1.0,2.0,8.9,7.2,3.9,11.1,59.0,43.0,164.0,0.44,0.32,0.76,0.38,0.69,0.56,0.25,0.81,0.45,0.7,53.0,20.0,37.74,3.35,1.26,0.13,0.35,12.8,0.0,0.14,-1.9,-1.2,622.0,375.0,130.0,620.0,53.0,24.0,45.28,25.0,47.17,410.0,2602.0,1295.0,59.0,26.0,33.0,53.0,14.0,486.0,164.0,307.0,418.0,73.44,4444.0,1192.0,185.0,222.0,83.33,98.0,118.0,83.05,15.0,23.0,65.22,3.6,1.1,24.0,17.0,30.0,5.0,390.0,23.0,2.0,3.0,3.0,22.0,5.0,1.0,0.0,0.0,0.0,5.0,31.0,3.0,5.0,0.0,61.0,3.85,44.0,0.0,4.0,9.0,4.0,0.0,11.0,0.69,8.0,0.0,1.0,2.0,0.0,0.0,16.0,24.0,1.0,0.0,22.0,18.0,55.0
https://fbref.com/en/players/3c6089ab/Thomas-Muller,"FW,MF",7.0,8.0,15.0,7.0,0.0,0.0,8.9,8.9,6.6,15.5,33.0,88.0,182.0,0.38,0.43,0.81,0.38,0.81,0.48,0.36,0.84,0.48,0.84,47.0,23.0,48.94,2.54,1.24,0.15,0.3,12.5,0.0,0.19,-1.9,-1.9,1020.0,521.0,114.0,1020.0,18.0,9.0,50.0,9.0,50.0,574.0,2013.0,1010.0,33.0,24.0,11.0,49.0,20.0,791.0,182.0,621.0,831.0,74.73,8689.0,2465.0,351.0,417.0,84.17,214.0,281.0,76.16,22.0,52.0,42.31,7.1,1.4,40.0,39.0,37.0,4.0,794.0,29.0,3.0,9.0,4.0,31.0,16.0,3.0,0.0,0.0,0.0,8.0,20.0,9.0,7.0,4.0,86.0,4.65,74.0,2.0,4.0,5.0,0.0,1.0,12.0,0.65,10.0,0.0,0.0,2.0,0.0,0.0,9.0,11.0,0.0,0.0,39.0,24.0,61.9
https://fbref.com/en/players/88e357ef/Serge-Gnabry,"FW,MF",14.0,5.0,19.0,13.0,1.0,1.0,11.2,10.4,5.3,15.7,74.0,82.0,217.0,0.65,0.23,0.88,0.6,0.83,0.52,0.25,0.76,0.48,0.73,81.0,40.0,49.38,3.76,1.85,0.17,0.35,15.5,1.0,0.13,2.8,2.6,1149.0,565.0,146.0,1148.0,64.0,28.0,43.75,30.0,46.88,747.0,4275.0,2010.0,74.0,50.0,41.0,51.0,26.0,880.0,217.0,693.0,873.0,79.38,9720.0,2515.0,443.0,516.0,85.85,193.0,229.0,84.28,37.0,68.0,54.41,4.8,-0.3,36.0,49.0,33.0,5.0,830.0,37.0,0.0,4.0,1.0,39.0,14.0,9.0,4.0,5.0,0.0,6.0,22.0,14.0,10.0,11.0,88.0,4.08,59.0,3.0,10.0,10.0,3.0,3.0,14.0,0.65,9.0,0.0,3.0,0.0,2.0,0.0,33.0,10.0,2.0,0.0,11.0,19.0,36.67
https://fbref.com/en/players/2b114be3/Leroy-Sane,"MF,FW",8.0,7.0,15.0,8.0,0.0,0.0,8.5,8.5,4.3,12.8,77.0,134.0,198.0,0.36,0.31,0.67,0.36,0.67,0.38,0.19,0.57,0.38,0.57,78.0,29.0,37.18,3.49,1.3,0.1,0.28,19.7,6.0,0.11,-0.5,-0.5,1379.0,683.0,101.0,1379.0,136.0,75.0,55.15,56.0,41.18,941.0,6150.0,2650.0,77.0,69.0,30.0,60.0,60.0,1134.0,198.0,880.0,1078.0,81.63,12202.0,3032.0,533.0,614.0,86.81,264.0,311.0,84.89,43.0,69.0,62.32,5.1,2.7,35.0,58.0,47.0,1.0,1053.0,20.0,0.0,9.0,3.0,16.0,9.0,5.0,3.0,0.0,0.0,5.0,22.0,19.0,8.0,3.0,93.0,4.16,72.0,1.0,7.0,7.0,4.0,2.0,15.0,0.67,13.0,0.0,0.0,2.0,0.0,0.0,17.0,23.0,0.0,0.0,6.0,7.0,46.15
https://fbref.com/en/players/2c0558b8/Jamal-Musiala,"MF,FW",12.0,10.0,22.0,12.0,0.0,0.0,8.0,8.0,6.6,14.6,89.0,124.0,196.0,0.49,0.41,0.9,0.49,0.9,0.33,0.27,0.6,0.33,0.6,66.0,25.0,37.88,2.7,1.02,0.18,0.48,15.8,0.0,0.12,4.0,4.0,1401.0,616.0,144.0,1401.0,152.0,77.0,50.66,63.0,41.45,1018.0,6027.0,2802.0,89.0,61.0,33.0,79.0,70.0,1089.0,196.0,857.0,1018.0,84.18,12410.0,2603.0,490.0,553.0,88.61,303.0,332.0,91.27,31.0,47.0,65.96,5.4,3.4,52.0,67.0,37.0,3.0,995.0,16.0,0.0,3.0,2.0,11.0,10.0,0.0,0.0,0.0,0.0,7.0,29.0,16.0,9.0,19.0,120.0,4.91,90.0,0.0,17.0,8.0,3.0,2.0,26.0,1.06,18.0,0.0,3.0,2.0,1.0,2.0,23.0,43.0,1.0,0.0,12.0,12.0,50.0
https://fbref.com/en/players/2979c05a/Gerrit-Holtmann,"FW,MF",1.0,1.0,2.0,1.0,0.0,0.0,2.4,2.4,0.8,3.1,37.0,8.0,83.0,0.1,0.1,0.19,0.1,0.19,0.23,0.08,0.3,0.23,0.3,30.0,14.0,46.67,2.86,1.33,0.03,0.07,19.6,0.0,0.08,-1.4,-1.4,424.0,242.0,38.0,424.0,41.0,16.0,39.02,23.0,56.1,230.0,1900.0,872.0,37.0,22.0,8.0,31.0,16.0,272.0,83.0,155.0,270.0,57.41,2007.0,519.0,104.0,132.0,78.79,35.0,66.0,53.03,7.0,26.0,26.92,0.8,0.2,10.0,5.0,8.0,4.0,259.0,10.0,1.0,1.0,0.0,52.0,6.0,1.0,0.0,0.0,0.0,1.0,22.0,7.0,1.0,2.0,22.0,2.1,16.0,0.0,2.0,3.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,14.0,19.0,42.42
https://fbref.com/en/players/29f7cfd9/Simon-Zoller,FW,3.0,2.0,5.0,3.0,0.0,0.0,4.1,4.1,1.1,5.2,10.0,21.0,61.0,0.19,0.12,0.31,0.19,0.31,0.25,0.07,0.32,0.25,0.32,30.0,9.0,30.0,1.85,0.56,0.1,0.33,12.6,0.0,0.14,-1.1,-1.1,460.0,181.0,55.0,460.0,7.0,2.0,28.57,2.0,28.57,201.0,707.0,238.0,10.0,1.0,6.0,19.0,6.0,268.0,61.0,208.0,332.0,62.65,3203.0,725.0,118.0,171.0,69.01,72.0,115.0,62.61,13.0,19.0,68.42,0.5,0.9,9.0,16.0,4.0,0.0,308.0,23.0,0.0,2.0,2.0,16.0,7.0,0.0,0.0,0.0,0.0,1.0,16.0,8.0,1.0,6.0,20.0,1.24,16.0,1.0,1.0,1.0,1.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0.0,0.0,15.0,20.0,42.86
https://fbref.com/en/players/13ddc856/Takuma-Asano,"FW,MF",3.0,3.0,6.0,3.0,0.0,0.0,5.6,5.6,2.1,7.7,32.0,34.0,119.0,0.16,0.16,0.32,0.16,0.32,0.29,0.11,0.4,0.29,0.4,53.0,18.0,33.96,2.79,0.95,0.06,0.17,16.1,0.0,0.11,-2.6,-2.6,556.0,289.0,80.0,556.0,35.0,13.0,37.14,16.0,45.71,343.0,2354.0,919.0,32.0,19.0,16.0,62.0,31.0,391.0,119.0,237.0,342.0,69.3,3302.0,967.0,147.0,183.0,80.33,72.0,98.0,73.47,8.0,23.0,34.78,2.1,0.9,22.0,18.0,18.0,7.0,336.0,4.0,1.0,2.0,0.0,28.0,2.0,1.0,0.0,0.0,0.0,2.0,16.0,4.0,6.0,8.0,56.0,2.94,39.0,1.0,2.0,7.0,6.0,1.0,8.0,0.42,6.0,0.0,1.0,1.0,0.0,0.0,10.0,24.0,0.0,0.0,19.0,28.0,40.43
https://fbref.com/en/players/0a3f6cde/Christopher-Antwi-Adjei,"FW,MF",3.0,6.0,9.0,3.0,0.0,0.0,2.2,2.2,3.8,6.0,67.0,36.0,231.0,0.14,0.27,0.41,0.14,0.41,0.1,0.17,0.27,0.1,0.27,29.0,8.0,27.59,1.32,0.36,0.1,0.38,20.6,0.0,0.08,0.8,0.8,996.0,605.0,63.0,996.0,80.0,31.0,38.75,39.0,48.75,525.0,3766.0,1485.0,67.0,49.0,20.0,89.0,32.0,560.0,231.0,432.0,712.0,60.67,6857.0,2576.0,234.0,287.0,81.53,145.0,243.0,59.67,37.0,116.0,31.9,3.8,2.2,33.0,17.0,30.0,15.0,513.0,195.0,3.0,2.0,2.0,63.0,180.0,4.0,0.0,0.0,0.0,4.0,32.0,8.0,8.0,5.0,79.0,3.59,46.0,16.0,5.0,3.0,9.0,0.0,12.0,0.55,7.0,1.0,2.0,0.0,2.0,0.0,24.0,40.0,1.0,0.0,16.0,45.0,26.23
